凭借营销渠道影响力 农行承销团死咬3元基金沉默,2010  (06-28 07:14),http://bank.hexun.com/2010-06-28/124076235.html
农行AH询价初定 融资额有望超工行,2010  (06-28 07:11),http://bank.hexun.com/2010-06-28/124076208.html
机构看好农行A股IPO“绿鞋”机制,2010  (06-28 07:10),http://bank.hexun.com/2010-06-28/124076202.html
美金融改革最终草案出炉 华尔街将“自负其责”,2010  (06-28 07:07),http://bank.hexun.com/2010-06-28/124076172.html
刘明康：银行业机构吸收风险有三大防线,2010  (06-28 07:02),http://bank.hexun.com/2010-06-28/124076138.html
蔡鄂生：银行破产标准争议较大,2010  (06-28 07:02),http://bank.hexun.com/2010-06-28/124076137.html
指基将配置农行 分析人士称农行有望冲击IPO纪录,2010  (06-28 07:00),http://bank.hexun.com/2010-06-28/124076129.html
蔡鄂生：银行破产条例正在制定 进展不大,2010  (06-28 06:37),http://bank.hexun.com/2010-06-28/124076057.html
交行38亿股配售股本周三上市 财政部承诺6个月内不减持,2010  (06-28 04:03),http://bank.hexun.com/2010-06-28/124075644.html
许罗德：争取将银联卡支付作为跨境贸易人民币结算方式,2010  (06-28 01:47),http://bank.hexun.com/2010-06-28/124074976.html
刘明康：100多家银行资本充足率全部达标,2010  (06-28 01:46),http://bank.hexun.com/2010-06-28/124074973.html
汇金出资千亿参与三大行再融资 或发行800亿债券,2010  (07-06 07:10),http://bank.hexun.com/2010-07-06/124158595.html
央行官员：信贷政策应放弃规模控制,2010  (07-06 05:17),http://bank.hexun.com/2010-07-06/124158239.html
银监会全面叫停银信合作 遏制“隐形信贷”猛增,2010  (07-06 05:16),http://bank.hexun.com/2010-07-06/124158236.html
6月银信发行破“红线” 半年规模远超09全年,2010  (07-06 04:54),http://bank.hexun.com/2010-07-06/124158135.html
各大投行在华佣金翻番 收入高达371亿美元,2010  (07-06 04:12),http://bank.hexun.com/2010-07-06/124157963.html
斥资千亿护航大行再融资 汇金800亿债或将亮相,2010  (07-06 04:10),http://bank.hexun.com/2010-07-06/124157953.html
中行“食言”再融资 汇金承诺全额认购配股,2010  (07-06 04:09),http://bank.hexun.com/2010-07-06/124157950.html
6月3600亿央票去向引猜测 本月资金面料继续宽松,2010  (07-06 04:09),http://bank.hexun.com/2010-07-06/124157948.html
银信合作屡触红线遭全面叫停 表外信贷无处藏身,2010  (07-06 04:05),http://bank.hexun.com/2010-07-06/124157923.html
汇金承诺全额认购中行配股股票 需动用资金404亿元,2010  (07-06 04:03),http://bank.hexun.com/2010-07-06/124157918.html
韩亚银行入股获批 吉林银行IPO再进一步,2010  (07-06 08:02),http://bank.hexun.com/2010-07-06/124160095.html
多元信贷催热车市 0利率0月供理财新方式走俏市场,2010  (07-06 08:01),http://bank.hexun.com/2010-07-06/124160080.html
7月6日发行农业银行申购指南,2010  (07-06 07:43),http://bank.hexun.com/2010-07-06/124159628.html
叶檀：中行再融资自食其言,2010  (07-06 07:42),http://bank.hexun.com/2010-07-06/124159611.html
工行姜建清：新版巴塞尔协议对资本充足率影响不超1个百分点,2010  (07-06 07:42),http://bank.hexun.com/2010-07-06/124159593.html
叫停银信合作 倒逼信托业回归内涵式增长,2010  (07-06 07:41),http://bank.hexun.com/2010-07-06/124159566.html
规模破2万亿银信产品急刹车 银监会口头全线叫停,2010  (07-06 07:36),http://bank.hexun.com/2010-07-06/124159432.html
农行网上路演派“定心丸”：“绿鞋”机制将力稳股价,2010  (07-06 07:36),http://bank.hexun.com/2010-07-06/124159426.html
表外信贷计提拨备 上市银行净利将减126亿,2010  (07-06 07:32),http://bank.hexun.com/2010-07-06/124159309.html
压力测试不及格 欧洲银行或掀集资潮,2010  (07-06 07:31),http://bank.hexun.com/2010-07-06/124159291.html
热钱是一种“心魔”,2010  (07-06 07:31),http://bank.hexun.com/2010-07-06/124159278.html
外汇局：银行境外投资利润不得单独结汇,2010  (07-06 07:30),http://bank.hexun.com/2010-07-06/124159258.html
监管层暂停银信合作 信贷调控新弹上膛,2010  (07-06 07:30),http://bank.hexun.com/2010-07-06/124159253.html
银信产品大跃进上半年规模达2.8万亿 监管层紧急叫停,2010  (07-06 04:02),http://bank.hexun.com/2010-07-06/124157911.html
跨境贸易结算蛋糕变大达数万亿 各大银行纷纷抢滩,2010  (07-06 03:42),http://bank.hexun.com/2010-07-06/124157718.html
苏格兰皇家银行正寻觅合资券商平台,2010  (07-06 03:33),http://bank.hexun.com/2010-07-06/124157661.html
农行IPO申购前夕 市场提前消化利空资金面风平浪静,2010  (07-06 03:29),http://bank.hexun.com/2010-07-06/124157621.html
农行今日正式网上申购 “绿鞋”机制应对破发,2010  (07-06 03:19),http://bank.hexun.com/2010-07-06/124157537.html
外汇局规范银行境外直接投资外汇管理,2010  (07-06 02:45),http://bank.hexun.com/2010-07-06/124157127.html
市场需求低迷 央票发行60亿1年期央票再至“地量”,2010  (07-06 02:45),http://bank.hexun.com/2010-07-06/124157106.html
营口银行拟发6亿次级债 资本充足率将升至15%,2010  (07-06 02:41),http://bank.hexun.com/2010-07-06/124157068.html
香港权证商备战 农行H股权证将同日上市,2010  (07-06 02:40),http://bank.hexun.com/2010-07-06/124157053.html
RBS在华业务整合收官 将重点发展批发银行业务,2010  (07-06 02:40),http://bank.hexun.com/2010-07-06/124157037.html
汇金千亿资金护航大行再融资 二级市场冲击或有限,2010  (07-06 02:38),http://bank.hexun.com/2010-07-06/124157002.html
农行A股今日网上申购 H股现金认购热烈,2010  (07-06 02:27),http://bank.hexun.com/2010-07-06/124156869.html
银监会为堵表外漏洞 银信合作被紧急叫停,2010  (07-06 02:22),http://bank.hexun.com/2010-07-06/124156802.html
深圳试点中小贷“联保增信” 八家银行机构签约,2010  (07-06 01:15),http://bank.hexun.com/2010-07-06/124156344.html
地方融资平台清理效果初显 有无土地是存亡关键,2010  (07-06 07:29),http://bank.hexun.com/2010-07-06/124159243.html
两融交易总额逾15亿 浦发银行日融资超2000万,2010  (07-06 07:27),http://bank.hexun.com/2010-07-06/124159216.html
银行融资下半场：何时“曲终人散”？,2010  (07-06 07:26),http://bank.hexun.com/2010-07-06/124159198.html
市场再现首日破发股 大盘静候农行申购,2010  (07-06 07:26),http://bank.hexun.com/2010-07-06/124159187.html
农行申购前夜 机构对A股市场仍持谨慎态度,2010  (07-06 07:25),http://bank.hexun.com/2010-07-06/124159181.html
农行今日网上申购 农行高层称破发可能性极低,2010  (07-06 07:23),http://bank.hexun.com/2010-07-06/124159091.html
再融资潮“洪峰”将过 银行股投资现分歧,2010  (07-06 07:21),http://bank.hexun.com/2010-07-06/124159006.html
花旗预测内地三季度加息27个基点,2010  (07-06 07:19),http://bank.hexun.com/2010-07-06/124158931.html
银信合作紧急叫停 “表外信贷”无处藏身,2010  (07-06 07:19),http://bank.hexun.com/2010-07-06/124158915.html
发力新兴市场 汇丰拓展印度业务版图,2010  (07-06 07:17),http://bank.hexun.com/2010-07-06/124158821.html
20家欧洲银行压力测试或难达标,2010  (07-06 07:16),http://bank.hexun.com/2010-07-06/124158803.html
泰国央行7月有望加息 印尼央行维持6.5%利率不变,2010  (07-06 07:16),http://bank.hexun.com/2010-07-06/124158801.html
境内银行境外直接投资项下购汇核准手续将取消,2010  (07-06 07:15),http://bank.hexun.com/2010-07-06/124158745.html
信托融资成本飙升地产信托急剧膨胀 开发商饮鸩止渴,2010  (07-06 07:14),http://bank.hexun.com/2010-07-06/124158717.html
农行7月6日网上申购 上市后将有五大盈利增长动力,2010  (07-06 07:13),http://bank.hexun.com/2010-07-06/124158706.html
上海出经适房公积金贷款政策 共同借款人范围较商品房扩大,2010  (06-30 07:27),http://bank.hexun.com/2010-06-30/124103310.html
上半年公开市场净投放1590亿元 7月份望继续净投放,2010  (06-30 07:25),http://bank.hexun.com/2010-06-30/124103271.html
揭秘信用卡五大骗术：谨防个人信息被盗 勿滥用离线交易,2010  (07-05 10:28),http://bank.hexun.com/2010-07-05/124150473.html
5月底全国农商行已达53家 10家获准筹建,2010  (07-05 10:20),http://bank.hexun.com/2010-07-05/124150111.html
银联“反围剿”Visa升级 双标识卡难逃退市厄运 ,2010  (07-05 07:40),http://bank.hexun.com/2010-07-05/124146455.html
央行净投放“补位”银行再融资 下半年资金面有望由紧变宽,2010  (07-05 07:22),http://bank.hexun.com/2010-07-05/124145937.html
荷银(中国)更名RBS 零售业务出售或将揭晓,2010  (07-05 07:14),http://bank.hexun.com/2010-07-05/124145737.html
H股增发变A+H配股 中行反口吸血A股420亿,2010  (07-05 07:12),http://bank.hexun.com/2010-07-05/124145721.html
向平安人寿非公开发行3.8亿股完成 深发展终入平安怀抱,2010  (07-05 07:08),http://bank.hexun.com/2010-07-05/124145676.html
上海首例房贷案追踪：4天内易主2次 涉案房183万转手,2010  (07-05 06:19),http://bank.hexun.com/2010-07-05/124145360.html
揭秘信用卡霸王条款：银行密设催收指标 谨防“被”激活,2010  (07-05 06:14),http://bank.hexun.com/2010-07-05/124145336.html
香港权证商备战农行：45亿美元抢购 规模媲美工行,2010  (07-05 06:13),http://bank.hexun.com/2010-07-05/124145334.html
治标不治本危机程度认证存分歧 银行税惹全球争议,2010  (07-05 03:14),http://bank.hexun.com/2010-07-05/124144924.html
中行启动600亿融资工行或效仿 汇金“重担”在肩,2010  (07-05 02:23),http://bank.hexun.com/2010-07-05/124144397.html
传工行欲“抄底”美大额商业房贷 风险引关注,2010  (07-01 07:27),http://bank.hexun.com/2010-07-01/124117244.html
“平深恋”整合大步走：平安银行或注入深发展,2010  (07-01 07:11),http://bank.hexun.com/2010-07-01/124116806.html
高盛：中国仅4%房贷有问题 系统性风险威胁不大,2010  (07-01 07:11),http://bank.hexun.com/2010-07-01/124116800.html
3年央票小幅放量220亿 3月央票缺席为净投放“让位”,2010  (07-01 07:05),http://bank.hexun.com/2010-07-01/124116677.html
西班牙银行业流动性压力加剧 储蓄银行合并基本完成,2010  (07-01 07:04),http://bank.hexun.com/2010-07-01/124116640.html
两党博弈金改 华尔街暂逃银行税一劫,2010  (07-01 07:04),http://bank.hexun.com/2010-07-01/124116638.html
农行A股今起网下申购 H股招股首日融资认购遇冷,2010  (07-01 07:01),http://bank.hexun.com/2010-07-01/124116618.html
渣打5亿美元参与农行H股IPO 成其基石投资者,2010  (07-01 06:59),http://bank.hexun.com/2010-07-01/124116601.html
平深平台整合方案初定：增发15亿股实现资产注入,2010  (07-01 06:33),http://bank.hexun.com/2010-07-01/124116444.html
存贷比大限日银行疯狂揽储 存款日息最高达千分之五,2010  (07-01 05:59),http://bank.hexun.com/2010-07-01/124116338.html
中行1600亿重组债券延期10年,2010  (07-01 05:55),http://bank.hexun.com/2010-07-01/124116323.html
农行A股网上申购价2.68元/股 力争IPO总规模超工行,2010  (07-01 04:42),http://bank.hexun.com/2010-07-01/124116053.html
央行报告：加强宏观审慎管理 维护金融稳定,2010  (07-01 04:40),http://bank.hexun.com/2010-07-01/124116040.html
农行网上认购倍数有望创一年来大盘股发行新高,2010  (07-07 07:05),http://bank.hexun.com/2010-07-07/124171412.html
汇金出手力挺大行融资 国家队资本护盘效果彰显,2010  (07-07 05:20),http://bank.hexun.com/2010-07-07/124170971.html
银行业全年业绩仍可多收两成 未来亮点在中小企业和个贷,2010  (07-07 04:31),http://bank.hexun.com/2010-07-07/124170700.html
银信合作被禁 压缩银行利润空间,2010  (07-07 04:20),http://bank.hexun.com/2010-07-07/124170634.html
央行官员：当前财政和货币政策尚不具备调整的经济基础,2010  (07-07 04:08),http://bank.hexun.com/2010-07-07/124170570.html
中行配股有望年内完成 预计未来三年资本无忧,2010  (07-07 03:51),http://bank.hexun.com/2010-07-07/124170499.html
机构预计上市银行中期净利润中值为2800亿,2010  (07-07 03:48),http://bank.hexun.com/2010-07-07/124170474.html
银信合作禁令前夜抢跑 两房企“侥幸”融资,2010  (07-07 03:15),http://bank.hexun.com/2010-07-07/124170288.html
银信合作并未被全面叫停 合作结构需作根本调整,2010  (07-07 02:54),http://bank.hexun.com/2010-07-07/124170031.html
银信合作急刹车 存量信贷“命途”待解,2010  (07-07 02:54),http://bank.hexun.com/2010-07-07/124170029.html
颤抖的资金链：银行再融资开启 A股资金困局难解,2010  (07-08 00:51),http://bank.hexun.com/2010-07-08/124181885.html
消息人士称苏宁将出任中国银联董事长,2010  (07-07 18:55),http://bank.hexun.com/2010-07-07/124181253.html
农行A股定价2.68元 H股3.2港元,2010  (07-07 13:07),http://bank.hexun.com/2010-07-07/124177518.html
工商银行董事长否认工商银行在美投资房地产,2010  (07-07 13:05),http://bank.hexun.com/2010-07-07/124177498.html
工行拟A+H配股融资450亿元,2010  (07-07 13:04),http://bank.hexun.com/2010-07-07/124177489.html
效仿中行套路 工行或A+H股配股融资百亿,2010  (07-07 11:25),http://bank.hexun.com/2010-07-07/124176792.html
董事长姜建清否认中国工商银行在美投资房地产,2010  (07-07 10:17),http://bank.hexun.com/2010-07-07/124175568.html
工行跟随客户转战北美 加拿大东亚银行今起易帜,2010  (07-07 10:16),http://bank.hexun.com/2010-07-07/124175524.html
农行网上中签率或高于9％,2010  (07-07 10:13),http://bank.hexun.com/2010-07-07/124175471.html
监管部门未雨绸缪 防变相放贷银信合作“拗断”,2010  (07-07 10:02),http://bank.hexun.com/2010-07-07/124175303.html
农行A+H共融资192亿美元 暂居全球第二大IPO,2010  (07-07 09:42),http://bank.hexun.com/2010-07-07/124174780.html
央行大剂量注资奏效 资金面重回宽松利率大幅跳水,2010  (07-09 04:28),http://bank.hexun.com/2010-07-09/124196222.html
银行股引领升势 恒生指数收涨0.97%,2010  (07-09 04:27),http://bank.hexun.com/2010-07-09/124197112.html
“平深恋”小步快跑 银保合作心急火燎,2010  (07-09 03:44),http://bank.hexun.com/2010-07-09/124195959.html
瑞穗（中国）主承销国开行境内美元债券,2010  (07-09 03:43),http://bank.hexun.com/2010-07-09/124195952.html
非信贷类银信产品或放行 表外信贷资产风险暴露加速,2010  (07-09 03:39),http://bank.hexun.com/2010-07-09/124195915.html
农行H股发行价锁定3.2港元 总市值或跻身全球前五,2010  (07-09 03:38),http://bank.hexun.com/2010-07-09/124195900.html
银信合作紧急叫停 风险摸底酝酿新规则,2010  (07-09 03:32),http://bank.hexun.com/2010-07-09/124195831.html
中行600亿配股方案 给下半年股市带来负面效应,2010  (07-06 01:13),http://bank.hexun.com/2010-07-06/124156334.html
农行网上路演承销商称不会破发 锁定期为3-18个月,2010  (07-06 01:12),http://bank.hexun.com/2010-07-06/124156332.html
农行H股国际配售今日提前截止 冻结资金或超万亿,2010  (07-05 11:17),http://bank.hexun.com/2010-07-05/124151682.html
中行解读600亿元A+H配股方案 称不会与农行撞车,2010  (07-05 10:49),http://bank.hexun.com/2010-07-05/124150963.html
监管层紧急召见12信托巨头 严密监控房地产信托理财,2010  (07-05 10:33),http://bank.hexun.com/2010-07-05/124150593.html
建行所投的无锡绿洲“一女两嫁” 超资4亿风险最大,2010  (07-05 10:32),http://bank.hexun.com/2010-07-05/124150534.html
零售银行紧急会诊138款289亿信托资金 地产信托报警,2010  (07-12 06:29),http://bank.hexun.com/2010-07-12/124212329.html
银行小收费调查：工行网银转账最贵 中行跨行转账最实惠,2010  (07-12 06:11),http://bank.hexun.com/2010-07-12/124212282.html
东方资产称2年后商业银行不良贷款或集中出现,2010  (07-12 04:59),http://bank.hexun.com/2010-07-12/124212102.html
东方汇理银行：通胀年底或抬头 中国将早于欧美加息,2010  (07-12 03:06),http://bank.hexun.com/2010-07-12/124211698.html
收益与成本“拔河” 银行业中期净利或增三成,2010  (07-12 03:04),http://bank.hexun.com/2010-07-12/124211683.html
贷款需求减弱 或刺激信贷放松,2010  (07-12 02:57),http://bank.hexun.com/2010-07-12/124211662.html
上海三套房贷再开闸 多数受访银行均可办理,2010  (07-09 09:25),http://bank.hexun.com/2010-07-09/124200497.html
农行发行成功 为何有人不舒服,2010  (07-09 09:17),http://bank.hexun.com/2010-07-09/124200316.html
谭浩俊：上海重启三套房贷传递不正常信号,2010  (07-09 09:09),http://bank.hexun.com/2010-07-09/124200083.html
防范融资平台风险 银行应有所作为 ,2010  (07-09 07:59),http://bank.hexun.com/2010-07-09/124198401.html
银行理财产品年中战报:招行产品累计亏损38.53%收益垫底,2010  (07-09 07:53),http://bank.hexun.com/2010-07-09/124198277.html
揽储大战升级 银行理财产品竟变身储蓄存款,2010  (07-09 07:49),http://bank.hexun.com/2010-07-09/124198159.html
农行配售名单曝光 险资唱主角基金掏钱“吝啬”,2010  (07-09 07:44),http://bank.hexun.com/2010-07-09/124198043.html
外汇局邓先宏：热钱重要目标是进入股市楼市,2010  (07-06 07:12),http://bank.hexun.com/2010-07-06/124158644.html
农行A股今起网上申购 A股向部分企业战略配售,2010  (07-06 07:12),http://bank.hexun.com/2010-07-06/124158642.html
欧洲银行压力测试喜忧参半 测试方法与透明度成焦点,2010  (07-08 07:18),http://bank.hexun.com/2010-07-08/124184388.html
金融监管改革前夜：华尔街华丽转身 牺牲银行税成全法案,2010  (07-08 07:18),http://bank.hexun.com/2010-07-08/124184374.html
工行第一副行长张福荣将离任 去向暂不明确,2010  (07-08 07:16),http://bank.hexun.com/2010-07-08/124184338.html
苏宁将任中国银联董事长 接替现任董事长刘廷焕,2010  (07-08 07:15),http://bank.hexun.com/2010-07-08/124184297.html
5月多款银信理财隐匿投向 此举或出于规避监管考虑,2010  (06-30 07:25),http://bank.hexun.com/2010-06-30/124103264.html
欧元区银行业流动性危急 德银行坏账居欧洲之首,2010  (06-30 07:22),http://bank.hexun.com/2010-06-30/124103220.html
外管局下放十项资本项目外汇审批权,2010  (06-30 07:20),http://bank.hexun.com/2010-06-30/124103165.html
融资平台贷款解包完成 商业银行启动规范程序,2010  (06-30 07:15),http://bank.hexun.com/2010-06-30/124102991.html
银行短期资金“紧张” 基金帮忙“拉款”,2010  (06-30 07:15),http://bank.hexun.com/2010-06-30/124102989.html
农行H股30日在港招股 国际配售已获超8倍认购,2010  (06-30 06:07),http://bank.hexun.com/2010-06-30/124102515.html
央行新规消除行业不确定性 第三方支付或迎来黄金十年,2010  (06-30 05:10),http://bank.hexun.com/2010-06-30/124102305.html
农行30日起在港招股 将成股市“定海神针”,2010  (06-30 05:04),http://bank.hexun.com/2010-06-30/124102262.html
平安深发展30日起双双停牌 静待业务整合方案,2010  (06-30 04:47),http://bank.hexun.com/2010-06-30/124102199.html
农行国际配售认购踊跃 基石投资占四成,2010  (06-30 04:19),http://bank.hexun.com/2010-06-30/124102101.html
接管“再下一城” 北京银行入驻中荷人寿董事会,2010  (06-30 03:35),http://bank.hexun.com/2010-06-30/124101924.html
1年期央票利率持平 九成由工商银行购入,2010  (06-30 03:14),http://bank.hexun.com/2010-06-30/124101715.html
潘功胜：A股和H股定价区间合理科学,2010  (06-30 03:13),http://bank.hexun.com/2010-06-30/124101687.html
潘功胜释疑农行“特别分红” 09年净利分红比例为31%,2010  (06-30 02:13),http://bank.hexun.com/2010-06-30/124101106.html
农行H股30日起在港招股 上市或成7月行情发动机,2010  (06-30 02:12),http://bank.hexun.com/2010-06-30/124100932.html
外汇局：“动态调整优化”外储结构 鼓励“藏汇于民”,2010  (07-05 02:21),http://bank.hexun.com/2010-07-05/124144377.html
北京银行300亿次级债+金融债再融资方案通过,2010  (07-02 07:34),http://bank.hexun.com/2010-07-02/124130422.html
平安整合深发展传出时限：6—8个月完成,2010  (07-02 07:18),http://bank.hexun.com/2010-07-02/124129988.html
农行战略配售超额认购 缴款金额已超过300亿元,2010  (07-02 07:10),http://bank.hexun.com/2010-07-02/124129866.html
现金流成地方平台贷隐忧 部分项目面临“烂尾”风险,2010  (07-02 07:04),http://bank.hexun.com/2010-07-02/124129810.html
中行或A+H配股募资600亿 汇金明确参与配股,2010  (07-02 05:19),http://bank.hexun.com/2010-07-02/124129501.html
央行本周净投放670亿元 连续6周累计输血7830亿元 ,2010  (07-02 05:18),http://bank.hexun.com/2010-07-02/124129487.html
银监会彻查渤海银行 新设分行或已被叫停,2010  (07-02 04:39),http://bank.hexun.com/2010-07-02/124129279.html
保险资金积极参与农行战略配售,2010  (07-02 03:17),http://bank.hexun.com/2010-07-02/124128870.html
一季度信用卡增速明显 呆账率仅2.3%左右,2010  (07-02 03:14),http://bank.hexun.com/2010-07-02/124128854.html
半年时点银行掀起“借调风潮” 争抢存款不稀奇,2010  (07-02 03:13),http://bank.hexun.com/2010-07-02/124128846.html
投向受限增长回落 6月新增贷款或低于6000亿,2010  (07-02 03:12),http://bank.hexun.com/2010-07-02/124128844.html
瑞银投行亚洲区主席蔡洪平辞职 或投身内地监管部门,2010  (07-02 02:17),http://bank.hexun.com/2010-07-02/124128677.html
一行三会提18条措施支持中小企融资 力推兼并重组,2010  (07-02 01:45),http://bank.hexun.com/2010-07-02/124128273.html
汇金800亿债券发行已获批准 或将错开农行IPO,2010  (07-02 00:43),http://bank.hexun.com/2010-07-02/124127702.html
全球银行排名数据出炉 工行获利245亿美元最赚钱,2010  (07-01 14:29),http://bank.hexun.com/2010-07-01/124124680.html
银联卡台湾ATM受理业务正式开通 逾六成ATM可取款,2010  (07-01 09:39),http://bank.hexun.com/2010-07-01/124120204.html
农行H股发售首日开门红 国际配售获10倍超额认购,2010  (07-01 04:35),http://bank.hexun.com/2010-07-01/124116003.html
银行存贷比大限日：部分活期存款理财被限制赎回,2010  (07-01 03:07),http://bank.hexun.com/2010-07-01/124115225.html
联合国报告认为美元作为全球储备货币地位应被取代,2010  (07-01 02:03),http://bank.hexun.com/2010-07-01/124114615.html
北京农商行计提5.37%坏账 25亿损失继续“未定”,2010  (07-01 00:20),http://bank.hexun.com/2010-07-01/124114410.html
欧洲银行撑过“还款大限” 171家机构获贷亿欧元,2010  (07-01 00:15),http://bank.hexun.com/2010-07-01/124114395.html
中小银行“两参”或“一控” 央企金融版图扩张受限,2010  (07-01 00:14),http://bank.hexun.com/2010-07-01/124114392.html
银行板块表现抗跌 交行配股上市未现疯狂抛售,2010  (06-30 11:04),http://bank.hexun.com/2010-06-30/124108831.html
券商与银行暗中抢客户 基金申购费率可降至零,2010  (06-30 10:35),http://bank.hexun.com/2010-06-30/124107836.html
Visa、银联“交恶”幕后,2010  (06-30 09:05),http://bank.hexun.com/2010-06-30/124105567.html
中小户型首套房贷仍75折 中行已有认房认贷标准,2010  (06-30 09:03),http://bank.hexun.com/2010-06-30/124105512.html
谁制造了A股黑色星期二 基金抛弃银行股成祸首,2010  (06-30 07:47),http://bank.hexun.com/2010-06-30/124103847.html
银联加速海外扩张 与阿联酋NI展开合作,2010  (06-30 07:45),http://bank.hexun.com/2010-06-30/124103773.html
商业银行资本金缺位 还款能力堪忧是主要风险,2010  (06-30 07:44),http://bank.hexun.com/2010-06-30/124103750.html
韩亚银行购中国吉林银行18%股份,2010  (06-30 07:42),http://bank.hexun.com/2010-06-30/124103677.html
财政部接管AMC成唯一股东 近1500亿债务直接免除,2010  (06-30 07:38),http://bank.hexun.com/2010-06-30/124103590.html
银行股坍塌引发雪崩式抛售 沪指暴跌创14个月新低,2010  (06-30 07:37),http://bank.hexun.com/2010-06-30/124103563.html
中国银行业坏账或上升 集中于基础建设贷款领域,2010  (07-12 14:00),http://bank.hexun.com/2010-07-12/124220770.html
住建部：第三套房不放贷政策可能将取消,2010  (07-12 13:56),http://bank.hexun.com/2010-07-12/124220683.html
松绑临时政策 第三套房不放贷政策或将取消 ,2010  (07-12 13:12),http://bank.hexun.com/2010-07-12/124220133.html
工商银行：劲升3% 带活银行股集体翻红,2010  (07-12 12:47),http://bank.hexun.com/2010-07-12/124220001.html
银行放水第三套房贷 楼市调控被指重蹈08年覆辙,2010  (07-12 10:20),http://bank.hexun.com/2010-07-12/124217512.html
央行：6月人民币贷款增加6034亿元,2010  (07-12 09:52),http://bank.hexun.com/2010-07-12/124216778.html
一线城市第三套房贷全面松动 沪房贷还清就算首套,2010  (07-12 09:44),http://bank.hexun.com/2010-07-12/124216500.html
银信被叫停 存续信托类理财产品不会受影响,2010  (07-12 09:29),http://bank.hexun.com/2010-07-12/124215829.html
杭州部分银行提高三套及三套以上房贷首付和利率,2010  (07-12 09:28),http://bank.hexun.com/2010-07-12/124215779.html
二线城市房价涨跌互现 个别银行暗放宽房贷标准,2010  (07-12 09:27),http://bank.hexun.com/2010-07-12/124215755.html
沪三套房贷松口 北京仍未“开闸”银行表示不跟风,2010  (07-12 09:23),http://bank.hexun.com/2010-07-12/124215639.html
7家银行房贷理财大调查 存款抵房贷到底值不值?,2010  (07-12 09:19),http://bank.hexun.com/2010-07-12/124215554.html
多数银行三套房贷仍从严 专家称贷款额度紧张,2010  (07-12 09:17),http://bank.hexun.com/2010-07-12/124215502.html
特殊情况下北京银行二套房仍可享受首套优惠,2010  (07-07 02:51),http://bank.hexun.com/2010-07-07/124170007.html
6月新增信贷5600亿 政策微调时间窗口浮现,2010  (07-07 02:14),http://bank.hexun.com/2010-07-07/124169780.html
中行：未来三年无融资计划 配股完成后资本充足率达到12%,2010  (07-07 02:08),http://bank.hexun.com/2010-07-07/124169706.html
购汇核准取消 银行境外投资轻装上阵,2010  (07-07 01:04),http://bank.hexun.com/2010-07-07/124169089.html
中资行赴台前景喜忧各半 利差不及大陆一半,2010  (07-07 00:58),http://bank.hexun.com/2010-07-07/124169079.html
农行网上冻结万亿资金 机构炒作三个月行情,2010  (07-07 00:55),http://bank.hexun.com/2010-07-07/124169072.html
农行吸金后三大行融资来袭 市场方向仍难判断 ,2010  (07-07 00:34),http://bank.hexun.com/2010-07-07/124169052.html
